,Unnamed: 0,artist,song,lyrics,complexity,swear_words_ratio
356,356,nile,sacrifice unto sebek,"Sebek, Sochet, Suchos. Dread Lord of the Marsh. He Who Crawleth Amongst the Sacred Waters. And Devoureth the Flesh of That Which is Sacrificed unto Him. Tua Ashemu. Tua Ashemu. Rekhes Au Sebek. Rekhes Au Sebek. Tua Ashemu. Tua Ashemu. Sebek, Neter, Ashemu. Whose Teeth Rendeth and Teareth With Terrible Violence. Restore the Eyes of the Dead. Collect Their Skulls. Join Their Bones Together Again. Lord of the Temple of the Mount of Sunrise. Open the Way unto the Underworld. Cause the Dead to Rise to New Life. Bring the Child Horus upon the Throne of Osiris. (Guitar solo) ",0.0,0.02531645569620253
357,357,nile,defiling the gates of ishtar,"Impure am I, impure I spill my seed upon barren earth And spit in the faces of the Goddess, unclean am I Unclean I copulate with the hands of the God And defile the Gates of Ishtar Unblessed am I, unrepentant Defiant Buh Luh Uh Si il Inanna As Gi Su Ak Gis Tes Gis Tes Unwashed am I, unwashed I lay violent hands Upon the altar of the Goddess, in filth I lay, in filth i desecrate And profane the Temple of Ishtar And blaspheme in the presence of whores Baad Angarru Ninnghizzhidda Open the Gate that I may enter, open, lest I break down the walls Open the Gate, lest I cause the dead to outnumber the living Open the Gate, lest i cause the dead to rise and to devour the living ",0.0,0.013020833333333334
358,358,nile,sarcophagus,"Who Dares Disturb My Blissful Sleep Again in Anger Must I Rise How Long Unknown I Lay Emtombed My World So Long Forgotten Did Disown Me Usurper I was Scorned Ah The Suffering They did Inflict Stained With Cosmic Black Sins The Sun No Longer Sets Me Free [The song, ""Sacrophagus"", could be thought of as a continuation of the Nephren-ka saga - perhaps a revisitation of the Lovecraftian mythos that this band has been exploring since our earlier work. In this latest chapter, whilst naively excavating in the Catacombs of Nephren-Ka, we have unwittingly awakened our protagonist from his long, restful interment. After wreaking his underworld vengeance upon us for disturbing him from his oblivion, he is tormented by memories of the unholy transgressions that had caused him his anguished eternal entombment... in all seriousness, though, I sometimes get the uneasy feeling that perhaps it would be best to leave Lovecraft's characters sleeping, undisturbed in an eternal dormant state - dead, as it were, but dreaming. Who knows what we might awaken?] ",0.0,0.017241379310344827
359,359,nile,die rache krieg lied der assyriche,Ia Namtaru Ia Lammia Ia Asaku Ia Pazuzu Ia Zixul zi Azkak Ia Gula zi Pazu Alal uggae Utukku Xul Ia Ia Pazuzu Ia Ningursu Ia Ia Umduggu Shemti Shebui Nehenkau Addu Nergal Arrallu Nergal dread God of War and Plague Avenge the shades of our Fallen ones Blacken the sun with Fierce Winds Bring forth your Terrible Storms! Yea! Burn the flesh of our Enemies Gash their throats with Weapons of Iron Destroy Them utterly With Locusts and Disease ,0.0,0.0078125
360,360,nile,chapter of obeisance before giving breath to the inert one in the presence of the crescent shaped horns,"Khensu Neter Hetef. Who Possesseth Absolute Dominion over the Evil Spirits that Infest the Earth and Sky. He of the Silence of the Moon. Giver of Oracles. He that Must Forever Wax and Wane. Thou Art in Union with Thoth. The Excellent Tehuti of Truth and Time. Keeper of the Lunar Cycle. Whose Hands are Able. Whose Tongue is Mighty in Speech. Author of the Works of Knowledge. Writer of the Ancient Wisdom. Master of the Words of Power. Obeisance before giving breath to the Inert One In the presence of the Crescent-Shaped Horns. Lord of the Two Horns. God of the Full Moon. Aah Tehuti. As it Was for Thoth So Shall it Be for Me. As it Was for Thoth So Shall it Be for Me. (Guitar solo) As it Was for Thoth So Shall it Be for Me. As it Was for Thoth So Shall it Be for Me. I am He Who Sendeth Forth Terror into the Domain of Rain and Thunder. I have Made My Knife to Flourish along with the Knife Which is in the Hand of Thoth. Lord of the Two Horns, God of the Full Moon. I am He Who Calleth Down Curses and Commandeth the Elements unto Darkness. I Hath Uttered the Hidden Words. Even unto the Divine Words which Art Written in the Book of Thoth. Written in the Book of Thoth. ",0.0,0.0
361,361,nile,tribunal of the dead,I fear I may have Fallen out With the Regime An Enemy of the State My Name is Written Amongst the Disgraced On a Clay Image of a Bound Human Captive I Bring Incense To Appease The Forthy Two Assessors The Tribunal of the Dead I Bring Natron The Imbibing of Which Purifies Thot Who Vindicated Osiris Entrap Mine Enemies in the Presence of Every God and Godess In the Presence of the Great Tribunal In Heliopolis on that Night of Battle Of the Slaughter of those who Rebelled In the Presence of the Great Tribunal In Abydos on the night of the Festival Of the Numbering of the Dead In the Presence of the Great Tribunal Which is on the Road of the Dead In the Presence of He that is Nothing On the Night of the Great Devastation Lords of Justice Lords of the West Who Pass Judgment upon the Dead Who Instill Terror in those who have wrought Wickedness I have come that you may drive out the Evil which is in me All that I have done Before the Lords of Eternity Since I Came Forth from the Womb Let me Be Cleansed By Fire Let no Evil Lay Talon or Claw Upon Me Let my heart not be devoured NecrosAeropagus ,0.0,0.0
362,362,nile,barra edinazzu,Zi Anna Kanpa Zi Kia Kanpa Gallu Barra Namtar Barra Ashak Barra Gigim Barra Alal Barra Telal Barra Masquim Barra Utukku Barra Idpa Barra Lalartu Barra Lalassu Barra Akhkharu Barra Urukku Barra Kielgalal Barra Lilitu Barra Utuq Xul Edinazzu Alla Xul Edinazzu Gigim Xul Edinazzu Mulla Xul Edinazzu Dinger Xul Edinazzu Masquim Xul Edinazzu Barra Edinazzu Zi Anna Kanpa Zi Kia Kanpa ,7.2,0.023809523809523808
363,363,nile,von unaussprechlichen kulten,"I Hath Dreamed Black and Grim, Desolate Visions Of the Pre-Human Serpent Folk and Communed with Long-dead Reptiles. Silently Watching Through the Ages in Cold, Curious Apathy. The Unending Sorrows and Suffering of an Abysmal Humankind. I Dare Not Again Surrender to the Deep Sleep Which Ever Beckons Me. Lest I in Dread. Shudder at the Nameless Things. That May at this Very Moment. Be Crawling and Lurking. At the Slimy Edges of My Conciousness. Slithering Forth from the Bowels of Their Infernal Pits. Worshipping Their Ancient Stone Idols and Carving Their Own Detestable Likenesses On Subterranean Obelisks of Blood-soaked Granite. I Await the Day When the Claws of Doom Shall Rise. To Drag Down in Their Reeking Talons the Weary and Hopeless Remnants of a Jaded, Decayed, War-despairing Mankind. Of a Day When the Earth Shall Open Wide and the Black, Bottomless, Yawning Abyss Engulfs the Arrogant Civilizations of Man. Chthonic Retribution Shall Ascend. Amidst Universal Pandemonium and Those Who Slither and Crawl Shall Rise Again Once More to Inherit the Earth. ",0.0,0.011834319526627219
364,364,nile,divine intent,Rise in Splendor Arms upheld unto the Sky Blindly I Follow Soon All will be Revealed Searing Transcendant Visions of Divine Intent Worshipful Obediant I Await the Burning In Supplication I turn my eyes toward the Sun It Burns I turn my eyes toward the Sun Its Flames Oh God it Burns Refusing to look Away In Agony I become Divine Obeisance I Make Engulfed in Radiant Fury Amon - Ra The Hidden One Takes my sight that I might See Blinded I cry Out In Gratitude Tears Streaming I Return unto the Sands Burnt Charred I behold no God I Become Divine ,5.6,0.012
365,365,nile,unas slayer of the gods,"Poureth Down Water From the Heavens Tremble the Stars Quake the Bones of Aker Those Beneath Take Flight When They See Unas Rising The Akh of Unas Is Behind Him The Conquerer Are Beneath His Feet His Gods Are In Him His Uraei Are on His Brow The Words of Unas Protect Him Unas This Bull of The Heavens ThatTrusteth With His Will Living On Utterances of Fire From The Lake Of Flame Unas That Devoureth Men and Liveth on The Gods Behold Amkebu Hath Snared Them for Unas Behold Tecber Tep F Hath Known Them and Driven Them Unto Unas Behold Her Tbertu Hath Bound Them Behold Khensu The Slaughterer of Lords Hath Cut Their Throats for Unas Behold Shesemu Hath Cut Them Up For Unas Unas Hath Ingested Their Spirits Hath Feasted On Their Immortality He Hath Consumed their Shadows Unas The Slayer of the Gods Unas The Sekhem Great The Sekhem of the Sekhemn Unas The Ashem Great The Ashem of the Ashemn Behold Orion Unas Riseth Unas Hath Taken Possession of the Hearts of the Gods Unas Feedeth on their Entrails He Hath gorged on their Unuttered Sacred Words He Hath Assimilated the Wisdom of the Gods His Existence is Everlasting Behold The Souls of the Gods are in Unas Their Spirits are In Unas The Flame of Unas in Their Bones Their Shadows are With their Forms Unas is Rising Hidden Hidden [Unas was the ninth and last Pharaoh of the 5th Dynasty. He is said to have lived from 2375 to 2345 B.C., but some Egyptologists date him as far back as 5330 B.C. The internal structure of his pyramid is known for incorporating several innovative features, but is most recognized for the inclusion of vertical lines of hieroglyphs on the walls of the vestibule and burial chamber. When Maspero opened the Unas pyramid in 1881, he found texts covering these stone walls to be extremely difficult to decipher, because of their archais characters, forms, and spellings. These were magickal/religious texts, designed to ensure the safe passage of the Pharaoh into the next world. They are known today as the ""Pyramid Texts."" According to these texts, Unas became great by eating the flesh of his mortal enemies and then slaying and devouring the gods themselves. Those gods that were old and worn out (Egyptian gods aged and died) were used as fuel for Unas's fire. After devouring the gods and absorbing their spirits and powers, Unas journeys through the day and night sky to become the star Sabu, or Orion. While this is certainly not the first reference to cannibalism in Old Kingdom texts, what is notable is the method by which the Pharaoh Unas achieves deification and immortality; by turning on the gods, slaying and then devouring them, and thus ascending to the heavens to become the star Orion. The concept was remarkable to Maspero, who found the idea to be of ""absolute savagery."" Maspero seemed to be reeling from a confrontation with a symbolic revival of pre-dynastic cannibalistic rites - which are suggested, according to Maspero, by the gnamed and disconnected bones found in certain early graves. Professor Petrie suggests that at the original Sed festival, the tribal king appears to have been sacrificed and devoured, so that his people might derive from his flesh and blood the power and virtues which made him great. This practise was based on a belief in contagious magick. Bulls and boars were eaten to give men strength and courage, deer to give fleetness of foot, and serpents to give cunning. The blood of slain and wounded warriors was drunk so that their skill and bravery might be imparted t the drinkers. Similarly, Unas feasts after death on the spirits of the gods, and on the bodies of men and gods. He swallows their spirits, souls, and names, which are contained in their hearts, livers, and entrails, thus, Unas becomes allpowerful. In attempting to bring this epic-length text to song from, it was necessary to make some minor concessions, firstly, that every version I have at home of the text is translated somewhat differently, and thus there is not any singularly definitive versions; and secondly, that it would just not be possible to include every last line from the original text. That would probably necessitate a song inconceivable in length. As it is, in concise song lyric form, ""Unas Slayer of the Gods"" weighs in at about 12 minutes plus - and that is using what would be considered only the bare minimum essential lines for the development and presentation of the main aspects of the text. For those interested in reading the entire work, there are several versions readily available online or by ordering from a local bookstore. I typed in ""Unas Slayer of the Gods"" in a couple of search engines and was astounded at the number of results that came back.] ",5.4,0.003215434083601286
366,366,nile,wind of horus,"Ashu Give us Power To Oppose this Legion of Shrikes They hath Defiled our Monuments and Graves For their Greed of Treasure Ashu Sehu Neferui Skhenn We Are the Breath of Horns Hot as the Desert Wind We are Slayers and Reapers of Men By the Arrow Shot from Lanata You will Fall to your Knees Dead or Begging Quarter Torn to Shreds by Obese Vultures Fossilized in the Desert Sand We are the Breath of Horns Hot as the Desert Wind We are the Slayers and Reapears of Men You will Never Escape This Valley Gallala Left to Decompose Forbidden the Underworld Bemused by Battle Lust I Gash your Throat And Splatter your Blood Upon the Altar of Bes We Erect one hundred Pyramids With your Severed Heads Ashu Sehu Neferui Skhenn [This song was inspired by a battle from a book caled River God by Wilbur Smith. The story takes place in the latter half of the 14th Dynasty, and is about a struggle to restore the majesty of the Pharaoh of Pharaohs. Tanus, leader of the mighties army of Egypt, the Blue Crocodile Regiment, hunted down and destroyed the Shrikes, a horrid nomadic tribe of thieves, rapists, and murderers that played the Egyptians. The title of the song, ""Wind of Horus,"" refers to the name of the boat of the Blue Crocodile Regiment. It is an enchantment of the god Horus to cause the wind to blow the Egyptians' sails in time of need. The repeated chant in the song is to invoke the god Ashu, who robs the enemies of the Egyptians of their virtues, weakening and destroying them. The word Lanata is mentioned in the song. Lanata was a bow made for Tanus by Taita the slave and was made of wood, ebony, rhinocerus horn, and ivory tusks. The bowstring was made out of the guts of a lion that Tanus had killed with his bronze-bladed war spear. Tanus was probably the only one in his army strong enough to use the Lanata bow. It had so much tension that he had to use a different technique just to pull the bowsting back. Tanus practised until he could shoot three arrows at a time piercing the heaviest of armor.] ",9.3,0.02207792207792208
367,367,nile,stones of sorrow,Slaves Whipped to Death In the Hot Sun Drag the Stones of Sorrow Vast Monolithic a Collossus of Stone Greased with the Blood of Abraham Of Human Bondage and Suffering We carve a monument to Megalomania Bleak and Endless is my Sorrow For the chain of Sut Is around my Neck Aperu Heseb Semedet! It is I who lift up the arm of the Inert I have gone out of Khemenu and am no longer a living soul I have been initiated into the hearts of the Baboons And I claim Dominion over the legions of Uninscribed Shabitiu Khunumu Khufu! The God Khnum is my Protector Ushabti Tekenu Ushabti ,0.0,0.034482758620689655
368,368,nile,multitude of foes,Sep Au Hetep Ab Au Mekhar Gau t Metkh Mekhar t Khhert Ua an Aqu Mekri Sau t Athien Hapti Tehem Er Sa Msa I Call Upon Thee My Father Amun for I am in the midst of A Multitude of Foes Abandoned by the Legions of Amun and Ra Engulfed by the Heat of the Fire Blood of the Impure Drips from my Weapons Dismembered armies Rot in the Sun Mekhi Kherit Au Aqu Mtum thai Peten Nekht An Aqu ,8.8,0.009259259259259259
369,369,nile,sss haa set yoth,"Lurking Among Us Hidden in Obscurity, Descended from the Dawn of the Ages, The Children of Yig And Set, Serpent Volk. Whose Civilaztions were Ancient, Long Dead And Forgotten Before The Eldest Pyramids were Built. Man Was Not the First To Walk Upright Upon the Earth. Cruel, Pitiless, of a Cunning Mind. Unwilling to Relinguish Dominion of the Earth. They Are Cold, Knowing No Remorse. They hath Made UnWitted Slaves of a Blinded Humanity. They walk amongst us Unseen, Possessing Empty Human Shells. Consumed by a Reptile Mind, Reveling in Sodomy and Rape And Unspeakable Horrors Exacted Nightly Through Astral Dreamscape Manipulation. They Feed on Human Suffering. They crave the Despairing of Man. They Prey upon Those who are weak, The Young whose minds are Innocent, And those grown Weary and Exhausted In a Decadent Civilization. Cruel, Pitiless, of a Cunning Mind. Unwilling to Relinguish Dominion of the Earth. They Are Cold, Knowing No Remorse. They hath Made UnWitted Slaves of a Blinded Humanity. Seemingly Lost in Meditation, Their Cold Eyes Stare Sightlessly into Nothingness. But they are not there. Nay, they hath Left their slithering forms, Lurking, Skulking, Crawling on the Astral Plane, Stealthily Defiling Forever the unwary minds Of those who Sleep Unguarded. Committing Perverse Acts of Torment, Violent Sexual Atrocities Of Which None Dare Speak, Once they Have Been Awakened. And thus they keep us Ever Subjugated, Hopeless, Fearful And despairing in the Deep Hidden Abysses of our Souls. Helpless, Unable to Escape the Unending Quiet Desperation. We have Been Broken down Conditioned to Accept Unconscious Slavery. [Guitar solo] SSS Haa Set Yoth. [Repeat 8x] ",0.0,0.019867549668874173
370,370,nile,enduring the eternal molestation of flame,Let not my Corpse Rot in the Necropolis Let not my crimes be raised against me Whilein the Earth Make my flesh and bones safe from Maggots And Any False God who Trepasses my Tomb You whose heart has been Seized from thy breast Save me from the Ravages of Deacay The CrawlingFeinds Who Take away Limbs Corpses who Deny the Inevitable Truth The Lifetime of Osiris is the Sky And theirs is the Ground Save me from those Imprisoned in the Duat Who Know not yet they are already Dead Save me from the Rotting dead who sleep inside Their corpses Whose breath becomes fire inside their water at whose burning the sea rises at dawn Grant Methe Immolating Flame Burn my sarcophagus In opposition to the lords of eternity I beg you Prevent my corpse from putrefying in the realm of the dead Enduring the eternal molestation of flame The life time of Osiris is the Sky and Theirs is the Ground ,0.0,0.03614457831325301
371,371,nile,evil to cast out evil,"Speak not of the gods to me They listen not to the suffering Speak not to me of divine mercy When my eyes see only pestilence Famine and death Speak not to me of the profane When the truth of our existence Is called blasphemy And the smoke of plague ridden human carcasses Blackens the horizon Speak no more of wandering unclean spirits Lest they be called by the sound of their names Speak not of forsaking the elder ones I must now seek instead their unholy embrace Speak instead the chants of protection Against the coming of endless swarms of devouring fiends Against the dreaded black clouds of churning hatred Against the malevolence which descends from the sky Against countless voracious messengers of retribution Swarming the innocent, and the wicked Lest he who is lord of the demons of the wind Of the evil spirits which infest the air Who layeth hold even unto death Covereth thee with legions Of winged terrors Evil to protect thee from evil Evil to Cast Out Evil Evil to protect thee from evil Evil to Cast Out Evil Speak not of the gods unto me The hear not the screams Of the dying Evil to protect thee from evil Evil to Cast Out Evil Evil to protect thee from evil Speak not unto me Of the sins of mankind When my eyes see only the evil of the gods Evil to protect thee from evil Evil to Cast Out Evil Evil to Cast Out Evil ",0.0,0.017391304347826087
372,372,nile,serpent headed mask,Aa-herit Nebu Huit-Ra We come before Thee wearing serpent headed Masks In sanguinary worship we offer the Tcheser-t Senfiu The sacrificial drink of the Gods of Blood in a goblet carved from a human skull Aa-t-aru Fiendish blood drinking reptile Lord of the Ankhit-Thekh rites of bloodfeast We propitiate Thee with our own fluid of life and the freely offered flesh of these ritual prostitutes that Thou mayest copulate with thine self and spill Thy seed upon the Black Earth Aui-f-em-kha-nef Netri nek khefa We don the Abui ames Machta the ceremonial two horned phallus to become as like unto the two horned serpent god Sekhui We besmear ourselves with the bloodseed of the living serpent goddess Arati And with curved blades shed our skin ,0.0,0.0
373,373,nile,ethnomusicological cannibalisms,,7.2,0.0
374,374,nile,kheftiu asar butchiu,"Kheftin Asar Butbiu Enemies of Osiris Who Are To Be Burned Let There Be Fetters on Your Arms Let There Be Shackles on Your Necks Let There Be Chains Upon You Ye Shall Be Hacked to Pieces For What Ye Have Done To Osiris You Have Put His Mysteries Behind Your Backs You Hath Dragged the Statue of the God From The Secret Place You Hath Desecrated The Hidden Things of the Great One You Are Doomed To Stand And Receive in Your Faces The Fire Which Serpent Khetti Is About To Spit At You Khetti Great Serpent Who Lieth In Undulations Before the Damned Khetti Open Thy Mouth Distend Thy Jaws Belch Forth Thy Flames Against My Fathers Enemies Burn Up Their Bodies Consume their Souls By the Fire Which Issueth From Thy Mouth And By The Flames Which Art In Thy Body The Fire Which Is in the Serpent Khetti Shall Come Forth And Blaze Against The Enemies of Osiris Whosoever Knoweth How to Use These Words of Power Against the Serpent Shall Be As One Who Doth Not Enter Upon His Fiery Path [In the Book of Gates, another text describing the Egyptian underworld, within the Eighth Division of Night is the Gate of Set-Hra. The scenes depicted in this chapter describe some of the tortures which are inflicted upon the original enemies of Osiris. It is impossible for Osiris to slay all of his enemies at once, even though they are in his power. While various batches of them are awaiting their turn at the Block of Slaughter, they are kept tightly fettered and bound. One of the forms of the torture depicted described the ""Kheftin Asar Butchiu,"" i.e., the enemies of Osiris who are to be burned. Their arms are tied behind their backs in positions which cause intense pain, and they are doomed to stand and receive in their faces the fire which the serpent Khetti is about to spit at them, and then be hacked to pieaces and burnt. Horus commands the serpent Khetti, saying ""Open thy mouth! Distend thy jaws and belch forth thy flames against my father's enemies! Consume their souls by the fire which issueth from thy mouth and by the flames which art in thy body.""] ",5.3,0.0
375,375,nile,churning the maelstrom,"Am the Uncreated God Before Me The Dwellers in Chaos are Dogs Their Masters Merely Wolves I Gather The Power From Every Place From Every Person Faster Than Light Itself Hail To He Who Is In The Duat Who Is Strong Even Before The Servants of Serpents He Gathers The Power From Every Pit of Torment From They Who Hath Burnt in Flames From Words of Power Uttered By the Darkness Itself Hail To He in The Pit Who Is Strong Even Before the Terrors of The Abyss Who Gathers The Power From The Wailing And Lamentations Of The Shades Chained Therein From He Who Createth Gods From The Silence Alone [Last year, after the release of Black Seeds of Vengeance, I received e-mails containing the text of a work whose origins had until then been completely unknown to me. Entitled, ""The Chapter for Bringing Heka to those who Burn,"" the author claimed it was part of a larger collection of works known as ""The Book of Resurrection Apophis."" In Egyptian methology, Apophis is also known as Apep, the terrible monster serpent who, in dynastic times, was a personification of the darkness of the darkest hour of night. Apeop is the dreaded embodiment of utter evil in the form of a giant snake that arises anew each night to struggle against the Sun god, Ra. Against Apep, Ra must not only fight, but must succesfully conquer morning sun, lest darkness and chaos engulf the entire earth during the day as well. Apep was both crafty and evil doing, and, like Ra, possessed many names, to destroy him it was necessary to curse him by each and every name by which he as known. In Egyptian papyri, Apep is also represented in the form of an enormous serpent, into each undulation of which a knife is stuck. In the Book of Gates, we see him fastened by the neck with a chain (along which is fastened the Goddess, Serqet), the end of which is in the hands of a god, and also chained to the ground with five chains. Coincidentally (or perhaps not), Apophis is also the name the Hyskos king Aussere adopted during his reign over the conquered and subjugated Egypt of 1570 B.C. The Hyskos had invaded Egypt and established their new political and religious capical city, Avaris, in the delta region of Egypt. Avaris is also the site of the original Temple of Set. Set (or Sutekh, to the Hyskos) wa the chief god of the Hyskos at that time, but in Egyptian mythology since pre-dynastic times, Set was the murderous brother of Osiris, and the original ultimate embodiment of the forces of darkness, chaos and evil, at whose command was te monster serpent, Apep. During the early period of the Hyskos occupation, the Hyskos faced little significant opposition. But during the reign of Apophis I, the Theban princes of Egypt rose up to drive the Hyskos back out of Egypt, a feat that is recounted on two large stelae set up by Kamose in the Temple of Amun at Karnak. The text which I received was in three languages - Egyptian, Greek and modern English, along with rubric instructions for the proper recitation of the chants, which are to be memorized and repeated as a sort of mantra, and as such should be spoken in Egyptian rather than English. The translations were given only to throw light upon the meanings of the spell. Upon closer examination of the text, it seems to bear superficial resemblance to Chapter 24 of the Papyrus of Ani, ""The Chapter for Bringing Magick to Ani,"" (which is also known in some Books of the Dead as ""The Chapter for Gaining Power,"" and in modern ritualmagick as ""The Gathering of Heka."") But the similarities go immediately astray, for ""The Chapter for Bringing Heka to those who Burn"" seems as though it is, in this incarnation, a blasphemous underworld perversion of the chapters contained in the Theban Recension of the Book of the Dead. Perhaps it was intended for use by ancient cultists who would be intent upon using the darker forces of Chaos and the spiritual energy of those souls burning in the fiery pits of torment in the underworld for their own cultist ambitions of the upsetting the orderer structure of the ancient Egyptian world. More likely, their goal was probably to alter the political balance of rival religious factions in the turmoil of those tumultuous intermediate times. By the end of the 14th Dynasty, Egypt's once considerable might as a nation had eroded due to internal political struggles, so that it was unable to defent itself against invaders. The Hyskos overwhelmed the Dynasty, remaining in power until being expelled during the 17th Dynasty ina great war, which lasted, according to Manetbo, about a quarter of a century.] ",0.0,0.006097560975609756
376,376,nile,godless,Atheos anarchas No belief in any deity No lies or false idols No dogma shall enslave me My words of truth The tongue of fire A cleansing of utter blasphemy No law of man or god No chains of servitude Bind me to the unjust Purify me in flames I have no fear of retribution Before no graven images Shall I bend in acquiescence Say not unto me Thou shall not The head of Ramses Lies fallen to the ground Broken-crumbled-destroyed Left in ruins Godless! ,0.0,0.04081632653061224
377,377,nile,annihilation of the wicked,"The Dominion of Seker. Barren Desert of Eternal Night. Shunned by Ra. Behind the Gate Aha-Neteru. The Wastelands of Seker. Eldest Lord of Impenetrable Blackness. Death God of Memphis. He of the Darkness and Decay of the Tomb. He of Rosetau. The Mouth of the Passage to the Underworld. Closely Guarded by Terrible Serpents. Who Careth Not for His Own Cult of Worshippers. Seker. Ancient and Dead. Primeval Master of the World Below. Remaineth Unwitnessed, Unseen, Hidden in His Secret Chamber. His Primitive Graven Image like as a Hawk-headed Man. Shrouded and Swathed in Tomb Wrappings. Standing Between a Pair of Wings which Issue Forth from the Back of a Monstrous Serpent. Having Two Heads. Having Two Necks and Whose Tail Terminates in a Human Skull. In Thick Darkness. Amid Violent Tempests of Unendurable Cacophony. His Serpents Make Offerings unto His Image and Live upon Their Own Fire. His Servants. Hideous Reptiles of Terrifying Aspect. Whose Work is Nothing Less than the Annihilation of the Wicked. Consume the Bodies of the Damned by Flames of Liquid Fire They Emit from Their Mouths. And the Goddess Quetet Tent which Liveth on the Blood of the Dead. On Their Blocks. They Cut into Pieces the Flesh of the Dead. Singing Hymns of Torture and Mutilation to Their Master. Accompanied by the Wailings and Anguish of the Damned. They Wreak Destruction upon the Wicked. Those Who Hath Not Recited the Formulae. Nor Made the Sacrifices or Who Know Not the Words of Power. (Guitar solo) ",0.0,0.0125
378,378,nile,the inevitable degradation of flesh,I have come to you that you may Heal my corpse Permit me to go down into the Earth Forever Such as He who will not be Ravaged May I not become Corrupt May my Ka Ascend aloft May it descend only after it has perished Such is he who is Decayed All his bones are corrupt His flesh is slain his bones are softened His body is made into foul water His degradation stinks and he turns into many worms When he is sent to the eye of Shu Every mortal is thus All those who live will die All who die shall rot Do not give me over to the slayer who lurks inside Who rots the hidden one Who decomposes corpses Who does what has been commanded I have awakened in Perversion and dread I possess not my body I have become corrupt decayed putrid Worms gorge upon me Maggots infest my organs Vermin gnaw my skull My eyes have been eaten my ears are deaf Rotten flesh falls from my bones My head has romeved itself form my neck My tongue taken away My hair has been cut off my eyebrows stripped I have become what I abhor ,0.0,0.004149377593360996
379,379,nile,whisper in the ear of the dead,Whisper in the Ear of the UnBlessed Dead And My Words of Power are Heard in the Underworld The Dead They are Compelled to Obey Me Even Unto the Worlds Below Yea I Whisper in the Ear of the UnBlessed Dead An they Heed my Necromantic Demands For I have Bound Them Inexorably Cursed in this Life and the Next I Whisper in the Ear of the UnBlessed Dead And They Tell me Things No Living Man Knoweth For I Have Taken Possession of their Shadows And They re Mine To Command in the Netherworld I Dream of the Dead And Their Shades Showeth Me Visions Which No Living Man Can Know I Whisper in the Ear of the Dead And Mine is the UnWritten Knowledge That Lieth Under The Black Earth To Speak The Name of The Dead Is To Cause Them to Live Again ,0.0,0.008928571428571428
380,380,nile,the gods who light up the sky at the gate of sethu,The Great God cometh forth to the Gate The gods who are therein acclaim Him Guarded by sixteen UraeiStandeth the mummified form of Nemi A Knife in his hands Swept by Flames of Fire Come thou who art at the Horizon Who Unveils the secret place And unfolds the Fathomless Depths of the Earth Sethu the Hideous serpent stands on his tail And guards the Way Sayeth Sa Rand thy Gate Tear open thy Portal Illuminate the darkness The Gate Shuts behind ra Uraei wail when the gate closes upon them The Procession of Ra Incinerates the Sky Until the God of the Hour a Star in each Hand Horus the Hawk Headed SereqAbeshi Sekhet the Lioness The winged serpent Semi Besi Receives the flame Of a horned animal Transfixed by a knife From the neck of The Serpent Ankhi Grows the Skulls of the undead The cries Raise their Hands in adoration Uraei rear their heads Unto Horus Set Maketh thou a Rising up for Ra In his hand is the fire from the head and upon the Horns The weapon in the hand of the slayer is within the follower of the God Those who cry unto Ra say Enter in O Ra Hail Come forth thou who art Born of the Underworld Light up the Night sky Set ablaze a Conflagration that Sears the Firmament ,0.0,0.03488372093023256
381,381,nile,what can be safely written,Great Cthulhu Ever the warrior God Of all the old ones He is the most terrible For it is his delight To slay and lay waste to everything that lies beneath his taloned feet And the very lust to conquer What was once free Drives him onward across the heavens and through the spheres It was he and his spawn That defeated the elder things Who had long possessed sovereignty of this world Before he descended on his gray and leathern wings Through the upper gate opened by yog sothoth On the walls of lost cities And in the carvings of madmen Who have glimpsed him in their dreams Is his image delineated Within a tomb protected by great seals He lies in death Under the weight of the dark waters of the deep Yet he dreams still And in his dreams continues to rule this world For his thoughts master the walls of lesser creatures (solo: Dallas) When the stars in their endless turnings Assume the angles of the same rays they shed down In the primordial dawn of the world Then does r'lyeh rise upward so the house of Cthulhu Emerges from under his watery prison The mind of the god waxes strong And he sends forth his will to those men Who are open to his influence The command to release the seals that bind his tomb (solo: Karl) Always the stars Never remain in alignment long enough For the enslaved men to reach distant r'lyeh Before r'yleh sinks once more under the sea Severing the bond Between the will of Cthulhu And the flesh of those he has enthralled Leaving them to wail in confusion and despair Upon the bosom of the vacant sea (solo: Karl) ,0.0,0.015384615384615385
382,382,nile,slaves of xul,,5.6,0.0213903743315508
383,383,nile,utterances of the crawling dead,Demon who denies me Who cuts off heads and severs necks Who renders incoherent the words I speak Sealing my mouth against the magic which resides in me You who shall not see me Kneel on your knees Go with thy face behind thee Wander without purpose With your face averted Looking back averted Looking back in dread Upon the tormentors belonging to Shu Who relentlessly follow you Crawling after you To cut off your head and sever your neck At the behest of one who has despoiled his lord On account o your threats unto me To reduce me to incoherence To cut off my head To sever my neck To seal my mouth On account of the magic which resides within my body May your face be downcast at the sight of my countenance May the flame of the eye or Horus go forth against you For abhorrence of you is in Osiris Thus abhorrence of you is in me Go back to the tormentors belonging to Shu Dead yet deathless Who relentlessly follow you Shambling tirelessly on rotting limbs Crawling after you To cut off your head and sever your neck ,10.8,0.0
