,artist,song,lyrics
457,suffocation,pierced from within,"Penetrate the minds of those misfortuned at birth. Murder is etched in the deepest chasms of the soul. Salvation stripped from the origin of existence. Obstinacy abandons, as you yield your world to me. Decree of my darkest dreams. Memories of my future. Welcome to my church. Sodomize my cross for it now marks your existence. Dismissal of lucivity, consume my body and blood. Supplicate for death, obscurity condemns the structure. Spectral abominations, the gathering of souls. Befall the rise of inhumanity. Returned to a land you've never been. You kill again for the first time. Recollections of what never was. Decree of my darkest dreams. Memories of my future. Welcome to my church. I am your savior. Shapeless to your perception. For I am you, pierced from within. Pierced from within "
458,suffocation,torn into enthrallment,"Brain patterns altered since birth. To serve the higher cause. Pawns of twisted vision. Manipulate to do thy bidding. It is easy for them. To control us this way. To think is obsolete. Therefore no way to question their rule. A mindless, lifeless zombie. To walk the rest of it's days. There's only one law to serve them. All else results in termination. Breeding is done by means of test tubes. It seems strange to me to end up this way. Torn from my state of being. Stripped of all my worth. I can no longer feel what is being done to be. I have awakened. Yet cannot move. Paralysis has stricken me. I pray for death. I cannot speak. Enslavement now possesses me. Bleed, bleed. You scream at me. Draining. Worthless is my soul you say. You feed the lie. The collapse my will. Feed, feed. On what's left of me. Eating away at a life I once lived. You left me in your wake. Or so you think. Vigilant in your plans to deny. You will not overtake. To win the stakes. I will not cower to your lies. Your foolish greedy mind. Is filled with selfish pride. It will bring you to your knees. Flailing in the cess. This convoluted mess. The origin of your disease "
459,suffocation,depths of depravity,Why do you torment me? You make me hate my existence. You will soon surpass your own fucking life. Now the time has come for you to see your death. I cut your flesh. I receive much pleasure. As you start to bleed. I no longer control my urges. The feeling is so complete. I'm finally at one with myself. Now that I control the rest of your existence. How does it feel to be in pain and misery. For many years you made me feel that way. I praised you for so long. I'm now your God. I cannot control my urges. Now I must take my revenge. I slice at you. You begin to die. The pleasure was all yours. To have the strength to leave and not look back. To give up completely. No more will to survive. Now that all is done. My completed masterpiece. This sinful life of mine. Will not go to waste. The pleasure's all mine. To have taken your mortal life. I am what you created. To inflict my own pain and misery. You manipulated my mind. Filled it with your lies. Feasted on my soul. Destroyed my will. Now there's nothing. No reason for reason. Now I must take life. To repent my sins 
460,suffocation,effigy of the forgotten,"Torn away from my state of being Chosen to be forgotten Unspeakable pain as I leave this solid structure As the earth becomes smaller, I reach a new plan One so distant from where I was conceived A heaping mass of fear is what we hold dear For our loved ones who go to this heaven Thrown away even by god Sentenced to this celestial cell How can life after death be more serene than life itself? Effigy of the forgotten How can you cry when someone dies? The lord will greet him With open arms, that's what he wrote I will never beleive them Victims of deception, forward to regression I must defy him "
461,suffocation,as grace descends,"Man fell from his grace and strayed from the path His anger now intolerable Insidious behold the pale white horse Hooded messenger of death is now set forth His dismal gaze cripples souls Renounce the seven deadly sins The air unfit to breathe The water poisoned by a blessing Darkened skies witness the final sunset Red rain showering from the heavens As grace descends! Barren lands diseased Complete collapse of conditions Burning, searing, putrid air Inhale the toxic atmosphere Asphyxiate, drown in blood Boils the flesh and eat through tissue Torrid winds, Oceans freeze Torrential acid rain The ground quakes Separates denying life As grace descends Volcanic debris consumes those left alive Denying life The extinction witness ...as grace descends   "
462,suffocation,reincremation,"Cremate the human race The population has been reduced A world condemned to horrid death And the blood of others heeds their savior An artificial homocide The strong and feeble, all will die Nothing left to say Warmongers have to pay Re-cremation! Bodies rise up from the ground Twice as twisted as before Turning the life that we know how To the one with knowledge but no laws Legal butchery will destroy this so called structure We want the ones with life Let's begin the mass cremation Genetic bonds are broken Flesh ripped and torn Look what's become of you Will you ever meet your maker? No, you'll suffer wil demise To the ones with knowledge Primitive actions will suffice Tied down to the altar, we begin the sacrifice Rancid death completes self-immolation Your organs re-designed Your brain's been under siege since you died False life has taken over "
463,suffocation,demise of the clone,"Damn the forgotten seeds inbred as a slave to habitual needs Souls consumed. Denied a response from a lifeless tomb Precious births Destruct to a plauge that infects the earth now regret the spawn unnurtured and feared to be dead by dawn Curse the consumed, born a salve reformed a distorted spawn of a masochist Deformities cripple and mold So you breathe but don't exist Internally decompose, skin erodes and exposes the skeletons damn the genes incestuously cloned to prey upon the innocent. Impotent, world demise Incarnate sacrifice feeble breed disposed in a world disowned Demise of the Clone Genocidal fate I impose, will reign upon you those who mourn fear for their own, mentally enslaved and subdued Landlords of the killing feilds, reuse plots of the decomposed Tombstones don't identify, A graveyard of the dormant souls Mass catacombs, putrefied lie beneath The uncivilized, disturbed and the weak under tyrants rule you cripple all under one throne of bones Demise of the clone Limitless, fiend to numb lets you breath but don't exist Labeled invalid your thoughts are consumed. Disposed, distorted, reformed a pawn in the face of doom. Internally decompose, skeletal image protrudes as your skin erodes Die succumb to the fate of your own Demise of the clone Insolent fool weak and retooled Born to society's mold Disrupting the order put in place what a dismal disgrace Besiege the innocent Reduced to ashes a clone reborn from the face of doom consume Impotent, world demise Incarnate sacrifice feeble breed disposed in a world disowned Demise of the Clone "
464,suffocation,seeds of the suffering,"Lies, deceitful words of impatience Futile words of evasion The gods that have once spoken to me Have abandoned me to my pre-destined state A state in which there are no words, is no language Only the language of the endless suffering Suffering that brings me to appreciate my new found existence One that spawns forth a new being A being in which there is no appreciation for his fellow man to see Hatred and remorse unto those who have punished me Punishment to cold to see I don't see, I don't see One that I have once created Forced to change, I don't need The path of abomination of all things For I am now a seed, that will one day set forth a new race One that will cleanse my soul Anticipation of the weak-minded fools One that my once beloved gods will not recognize Race which feeds off the suffering As the mortals cry out their new found god The race grows strong Until the day The day of judgement The race grows strong Until the day "
465,suffocation,sullen days,"The broken ways, as I walk through the emptiness Lost souls as empty as mine... barren and desolate, foreseeing the irony Abolish the self, merge into a singular space... Confront the self, subduing the whim's inside No feelings to exude and portray the sullen days As we hide from the bitterness, Embellish reality, or so your told... No other way, to prepare for awakening Condense the frail ridden mind Keep without consciousness To adhere to the ending days The gods are not here for you now, Expect a dichotomy Ancient thoughts to prepare for the exodus Shutter at what knowledge will hold Sullen days searching for a singular way Now I conceive a brutal reality, Just wanting to kill Murder in mind, to silence a virus Internal struggle containing the violence Wanting to purge the earth Denying my thoughts to obtain absolution Pray for my soul to receive its ascension Sullen days as I dwell in this empty shell Hopes of redemption decline Festering hate inside - as I harbor the pain within A tormented soul that's tortured and bound god fearing agony Broken days, in my bitter reality Conform thy self, I brood within Prepare to die, as I wade through these sullen days, The know not my plans of what destiny holds What you don't know, is silence can kill What I know is silence will manifest HATRED, brewing within me I dream of KILLING If thoughts could lash out, you'd all be dead Now I conceive a brutal reality, Just wanting to kill Murder in mind, to silence a virus Internal struggle containing the violence Wanting to purge the earth Denying my thoughts to obtain absolution Pray for my soul to receive its ascension Sullen days as I dwell in this empty shell Hopes of redemption decline Festering hate inside - as I harbor the pain within A tormented soul that's tortured and bound god fearing agony Broken days, in my bitter reality Conform thy self, I brood within Prepare to die, as I wade through these sullen days, They know not my plans of what destiny holds  "
466,suffocation,mass obliteration,"Warfare, a promise to eliminate mankind. The planet as we know it, taken by demented minds. Warheads produced to exterminate the earth. The sacrifice will lead us to our death, no rebirth. No one has the power to declare this world to die. Voting and electing the right to crucify. Times of turmoil have decided what to do. No need for common knowledge, we're through. World explosion Mass obliteration ... of a race. Forced to live here day by day through day by day. We dread the fear of living in the afterworld spirits of the dead. Thoughts of nuclear holocaust that drive our world insane. Woman and children forced and left to kill. Through daily hibernation, manage to survive. Sifting through, they must be found, extinction we provide. PURIFY - the unholy land EXTINCTION - the so called master race CRUCIFY - the preachers of this hate LIQUEFY - the minds of those they create "
467,suffocation,beginning of sorrow,"1. Beginning Of Sorrow The beginning of sorrow has come. You cannot build but can destroy with what is left on earth. Damage, now permanent, is yet enhanced day by day by unstoppable greed. You are never truly happy unless one suffers more than yourself. The choice is none, you will live in a world where you must fight a battle. Some weaker, some stronger, in termination we'll die as one. We fight amongst ourselves, enhanced by racial difference. Our hatred never to diminish, it's just growing and growing 'till out day of release. We race towards the years of tribulation, where wars, plagues and the antichrist. What is the antichrist? What is it's form? Questions still asked yet unanswered. No need for answers, with it's arrival brings sorrow, a sorrow soon dealt upon all. Perhaps it's a pestilence in a form of virus spreading in it's own epidemic. Perhaps it is famine killing off millions. Does this happen 'cause we lack enough food. One man's greed affects others less privileged, a cruel form of population control. Why does this happen? It is predestined fate not open for reason or change. It's all been predicted, we'll die in vast numbers of a sickness that has no known cure. We'll play the unknowing yet all are aware tribulation is here now for sure "
468,suffocation,breeding the spawn,"Eulogy inscribed in the scrolls of humanity. Ancient scriptures of predicted demise. A world encased in the womb of it's ignorance. Extinction will be swift, relentless butchery. The structure collapses, spewing forth mutation. Plague bathes the earth from infected skies. Chaotic saturation into the pores of existence. Breeding the spawn. Effigy awake in it's mummified region. Silent tombs concealed from the light. Grueling afterlife christened by their deaths. Malignant offspring of decrepit birth. Impurity of souls. Visions of the agony tightly close the weeping sky. Spirits ty feeds on eachinvert the earth unfertile. Anxiously await reprisal for the deprived life. Horrifying rituals of unorthodox intelligence. Premature suffering from within their charred domain. Altering the promises of peaceful rest and afterlife. Hideous denial of a once forgotten life. Ascending messiah. Conqueror of the apocalypse. Divine majesty. Giver of supreme entity. Churches rise from disturbed grounds. Symphony of depression purifies. All will be altered. The dead choir will sing. Hymns of blasphemous irreverence "
469,suffocation,mental hemorrhage,"Disconnected from virtuous opinions a shift of reality transposed and redefined remedial decisions become complex. Voices come from all angles sifting through disorder to scheive stability. So many ways to choose. Vile atrocities fill one corner. Righteousness and honesty cing to a small fragment. Greed and power jump around at frantic pace. Admission off inner conflict drops one to his knees make them stop, make them stop, stop whispering to me. It doesn't want to hurt anymore one can't decipher right or wrong disablement of neural senses relish in the thought of self preservation. Scars inside his head, he now only sees in red MENTAL HEMORRHAGE truth erodes over time, expiring what's left of his find Rip the flesh - Tear the limb blood pours from within Rip the flesh - Tear the limb blood pours from within [Solo: Marchais] Visions of tranquility shrouded by violence. Peace and serenity clouds over. Now broken and exposed by inept judgement the end draws close he knows what he must do Thoughts within guide him down the path knows one will survive the aftermath. "
470,suffocation,the warmth within the dark,"Embrace the darkest of your fears And seek the warmth within the dark The fear and pain you live with Will keep you from transcending Everything you were taught To believe in this life, was a lie It's all to keep you from knowing The terrifying truth is that This life is only the passage to death Perception of life - holographic deception Illusions unknown to all mankind Reborn to live out these insufferable lives Damned to the cycle of enslavement The only way to pass through Is to take your own life And receive the gifts from the gods You choke Cannot swallow The truth has made you vomit You now know Your vessel is hollow And you're left to weep and wallow Gagged by the truth Gasping for air that's not there Frantically reaching for hope within Deception, your perception Is the center of all reflection You choke Cannot swallow The truth has made you vomit You now know Your vessel is hollow And you're left to weep and wallow Gagged by the truth Gasping for air that's not there Frantically reaching for hope within Deception, your perception Is the center of all reflection To go beyond what's real To question your existence This is how you'll find The answers you seek Your fear is where it thrives It breeds within its lies It feeds on lives in pain Consuming souls forever binding the weak The only way to be truly free And break the chain of slavery Is to embrace and go beyond Beyond the warmth within the dark Is what we were taught to fear and shun The thought that there's a chance To understand the cycle can be broken But you must take your life "
471,suffocation,funeral inception,Endemicy - Enthrall the underworld Pervade the bodies once their souls have gone astray Gravitation - Await the birth of death Despair is nurtured in the womb of annihilation Your god is the epitome of my doings Unaware and unable he is forsaken Nullify - Abrupt and merciless Deep-seated hatred from the beginning of time Abolishing Eternity has passed and the world's been cast away Abdication - The throne has turned to dust Skies are fading from the darkness as it rapes the land Diminishing Terminal is he who spectates from above this all Your god is the epitome of my doings No one is spared from the funeral inception God forbid God forbidden Scourged then condemned Pleading for your life and the abandonment of what's to come Plagued then erased Inhaled into the lungs of your extinction Faith in the heavens has shattered Broken pieces fall from the sky 
472,suffocation,pray for forgiveness,To pray for forgiveness what have I done? No one seems to care ask for guidance but it falls on deaf ears if theres is one who will hear me how does he not answer look to the sky sins rain down from above once again I ask for thee to forgive me a mishandling of a situation Leaves me at your mercy I only ask to look at my life as a whole why do you not answer Cant it be there is no answer after all we have been taught [Solo: Hobbs] Mislead teachings lead to no conclusions a false hope that all would be forgiven allows one to do as he pleases. So I ask of thee again to forgive me forgive me no answer to my plea What I can't hear you have left me to rot 
473,suffocation,bloodchurn,Impatiently waiting To seize the moment Blood churns Rotten stench Enhanced by your senses Stone cold Perceived by those who choose what's right Misled through life Empty lies and broken promises - Constitute reactions Out cast Thrown away by others Misrepresented soul Broken limbs Cracked by your hand Unforgiving One fourth Of what you should be Miscontrued reality Perceived by those who choose what's right Misled through life Empty lies and broken promises - Constitute reactions Out cast Thrown away by others Misrepresented soul Breed - Hate - Deception Greed - Hate - Deception 
474,suffocation,rapture of revocation,Death lies within thyself Eager to release itself Imbued with a life All it's own Reckless signs of exclusion Renounce one's thought Of suicidal contempt Despondent and unrelentless Desire to achive Sacrificial solace Pitiful existence lends A feeling of enrichment To the other side Peacefulness ensues And eases the mind Taste the nectar of gods Death is only everlasting Rapture of the revocation Denounce the lies that hold you Don't look to the heavens For a savior trust in death and not in life Demons welcome your flesh Taste the blood and spill the wine Reborn unto this world Tip the scales that bind Unholy lies now vilified Raised from death and reassured Your task is incomplete Unholy lies Death is only everlasting Rapture of the revocation Death is only everlasting Rapture of the revocation  
475,suffocation,provoking the distrubed,"Scarred souls, remain raw Unveiling my world as blood soaked Mankind, Expired paralyzed Broken by the doctrines imposed civilized breed A myth portrayed to pacify and enslave Starve the basic needs Of born kings classified as insane. lies are thy mask of the cowards faceless beings. Fear Unveils your weak feeble beliefs you dare diagnose those who obey no laws As disturbed and unstable Though the strength of the lunatics will survive Thee apocalyptic wars. Truth. We're all insane my hands are tied, restrained Truth, define your truth reality reigns in pain PROVOKING THE DISTURBED! Desensitized behavior, ensures I despise equally release is my, savior from confined masochistic beliefs Civilized breed a myth portrayed to pacify and enslave Starve the basic needs of born kings classified as insane. [Solo: Marchais / Hobbs] Lies truth be untold Impressions of lawless society. Clash of the evident curse. Demise of those who are out spoken. Chaotic reign of the insane. Lies truth be untold Impressions of lawless society. Scarred souls, remain raw Unveiling my world as blood soaked Mankind, expire paralyzed broken by the doctrines imposed Lies, are the mask of the cowards faceless beings. Fear Unveils your weak feeble beliefs you dare diagnose those who obey no laws as disturbed and unstable Though the strength of the lunatics will survive thee apocalyptic wars. Truth, we're all insane my hands are tied, restrained Truth, define your truth Reality reigns in pain PROVOKING THE DISTURBED! "
476,suffocation,undeserving,"A lifetime of misdeeds has lead you to me you've made your last mistake. This time you won't get away. [Solo: Hobbs] I'll see to it that these are you last breaths, and strip the life with my bare hands. You never saw me coming, now I've got you It's gone on too long, this time it ends. And now I'm to take your life, and still this will not rectify what have you down. What have you done? To torture the soul, undeserving seems to be the only way, to solve your unjust ways A lifetime of misdeeds has lead you to me you've made your last mistake. This time you won't get away. You never saw me coming, now I've got you Now that I have you, I'll do as I please staring into me while these hands grip around your throat Your life flashing before you, how could this have happened? I clench, tighter and tighter, Staring into your blood filled eyes. I know what you want to say, but I care not to hear You cannot undo what you've done, this is forever. Theres no going back, you did this to yourself, through a life mis-lived and no one can save you now Holding on, tightly gripped Realize that this is my last resort latched on to what is worthless it ends here and now What can you possibly be thinking? As these eyes stare into yours... Is this happening to me? Here and now? Undeserving. "
477,suffocation,cataclysmic purification,A calamitous future- warning cries of inhuman terror as time elapses a period of purification draws near. Those who survive will endure endless dark periods of spaces and time Visionary - profound The wounds of all have become one Rise to power Ominous games of slaughter a future yet to unfold Fire and swords shall sweep the land the end of time this unnumbered the terrible judge will judge his people. Indigenous events plague Indigenous events plague first light of wisdom the 4th world will end and the 5th will begin Cataclysmic changes will soon be upon us. Disillusion The world will be set on fire the great day of purification Upheaval period of worthy change. Indigenous events plague Indigenous events plague Indigenous events plague Indigenous events plague 
478,suffocation,my demise,"The thought and the chance. To lose or perhaps to gain A new found worth or disgust. None the wiser could know Why is it my burden or blessing to be the one to go through this loss To lose or gain a chance at living, why must I be this barer of such burdens? To be this fortunate or cursed I know not the difference with such weight on my shoulders Again I must continue on the quest given to me It is not a question, it is the answer - I will be the victor I'll die too many times and not have learned the lessons forced upon me I live not for myself but for some greater good in this hell we call home I no longer exist here among men I've succumb to an unknown force I't s reduced me to nothing I am not here even now, where am I? As I still breath I'm not alive, not to feel. But rather to suffer and die A lifetime that spans eternity. Too strong to selfishly close the book of life This terrible nightmare that I'm living must be all in my head  "
479,suffocation,some things should be left alone,
480,suffocation,cycles of suffering,"Soon we are all to die Your hopes and fears irrelevant Projections of life and death Become complete reality All things will crumble All will disband All alone in this world Souls with nowhere to rest We offer disillusions as relief While caught we struggle hopelessly Boundless confusion saturates Only in dreams can we have clarity All things will crumble All will disband All alone in this world Souls with nowhere to rest Endless Cycles of the Suffering Endless Cycles of the Suffering Born into this filth Life not worth living These dreams of my death ...and beyond life itself Alive only to comprehend these ways passed down throughout the centuries To inflict all with fear, pain and disease, death and rebirth, the unending cycle To die in this pain, and never to reach a total path of awakening Born into filth, these dreams of my death Venial teachings guide toward the false light Kneel, Kneel, Kneel to the divine Serve, Serve, Serve the divine corruption All things will crumble All will disband All alone in this world Souls with nowhere to rest To lost everything you thought was real Terrified to let go of what you think you know Can't stop the struggling, can't let go - collapse Death and rebirth, the unending cycle  "
481,suffocation,inversion,"The blessing's curse, inversion of the truth Imperious institutions Enlightening, or distressing the threshold? Prevalent degradation Instinctive conciseness, demanding values of uncertainty Immutable truths Iconoclastic renunciation of the false less ness Rearing expendable purity Synthetic virtues Seek out the truth Foreboding state Consumes relentlessly Vital imprisonment Malicious consequence Concealed conviction Desire, fraud, rapture Insist on the vast hypnosis Tyranny everlasting Escape your immortal soul Distrust, disbelief, discord The pain, the suffering, the fallacy Accursed obscurations of a blessing Impious mystics lie perpetually Controlling fate for centuries influence of ignorance and illusion stage the ambush The blessing's curse, inversion of the truth Imperious institutions Enlightening, or distressing the threshold? Prevalent degradation Instinctive conciseness, demanding values of uncertainty, immutable truths Iconoclastic renunciation of the false less ness Rearing expendable purity  "
482,suffocation,purgatorial punishment,"Final Judgement, your judgement Purgatorial Punishment Suffer the karmic consequence Exalted one, devours the deceased World of purgation Mirror of Karma-the naked soul Denied pleas-souls beg The impartial form, conjures unbound power A passage to testify State of disembodiment Exoteric vows A jury of deities Determines your fate The five messengers Young, old, diseased, the punished, death Desponders of truth "
483,suffocation,ignorant deprivation,"Tattooed from the camps that mark your existance on a planet deranged from the minds of the reds. inferior race awaiting the moment when you are dismissed from your service in life. captive in torment, the merciless slaughter of souls misfortuned at birth. taken from wombs before they are nurtured, subjected to torture unknown. where bodies once lay, the ground in now fertile to sprout the tree of damnation. a sign of remembrance that brings forth the hatred which haunts the deceivers of life. this deadly disease which goes through one man, to speak upon one as inferior. their heads will hang low because in time they will acknowledge the human race as the superior. families incarcerated commit spousal murder to avoid the sightly pain of their loved ones. abducted while sane, now insane, not by choice, it was forced by the crisis of murder. constant infanticide plagues loving mothers as their newborn is placed in a bed of dead roses. "
484,suffocation,come hell or high priest,"Enemies from the womb hypocrites will consume tales they claim shall guide our lost souls. Sodomized by your priest consoled though punished Slaves before your lord Effigies slowly burn Disdained, views you preach threaten mankind Restrain the god fearing Sickening masses zombifies existence run from fear through prayer. COME HELL OR COME HELL OR HIGH... PRIEST Ignorance Thee oblivion of bliss Search untraceable gods Is there, no other... means to breathe... Content as a sinner? Impending wrath of truth drive my mind to burn My own... Law and existence reign on all deserved [Solo: Marchais] Impending wrath of truth drive my mind to burn My own... Law and existence reign on all deserved Shroud of deceit Unravel and crumble at the feet of... sickening masses not questioning like sheep led to slaughter Truth and death the only permanence death the only truth Demise creeps in and fills the skies it's heavy reality should open your eyes zombified progression towards a cliff Ignorance their oblivion of bliss Shroud of deceit Unravel and crumble at the feet of... sickening masses not questioning like sheep led to slaughter Truth and death the only permanence death the only truth Enemies from the womb hypocrites will consume tales they claim shall guide our lost souls Sodomized by your priest consoled though punished Slaves before your lord Effigies slowly burn Disdained, views you preach threaten mankind Restrain the god fearing Sickening masses alienate the truth COME HELL OR HIGH... PRIEST "
485,suffocation,dismal dream rough mix unmastered,"Violently ripped from the arms of my bliss. An end to what is, life's dismissed. My screams, my pain, I am no longer sane how can this be the end of my reign? What have I done to deserve all of this? In the blink of an eye all things have changed and how will I make it through all this? This nightmare that I cannot wake from. My dismal dream I live and breathe I realize I cannot leave Embracing this plane of insane mental state of strange confusion- consumes me whole and somehow I'm trapped here within perceiving no escape wretched horror wraps my fate  My dismal dream I live and breathe I realize I cannot leave Dismal dream impressions of fear deception of self, am I stuck here? Made to see, soul stripped from me no chance of escape My dismal dream I live and breathe I realize I cannot leave I cannot leave Sanity Collapses in the blink of an eye irrational behavior manifests from inside Violently ripped from the arms of my bliss. An end to what is, life's dismissed. My screams, my pain, I am no longer sane how can this be the end of my reign? "
486,suffocation,anomalistic offerings,"Evil dwells within the inner sanctum of the mind. Each person has a piece of the puzzle locked inside. It only takes the right key to open the subconscious. Once inside, it feeds like a leech sucking the blood of an organism. Until the whole body is infected with the disease. The mind then becomes cluttered with cloudy visions of death, killings and all other satanic biddings. It begins to affect thr train of thought. The limbs cease to function, they tend to run amok. Reaching out to grab a utensil of death. Maybe starting with a finger or toe. Once you've started, you can't withhold yourself from continuing. The pain you feel is a mere infractioin of the evil that dwells within your head. You must continue to rid yourself of the dreaded disease. Maybe if you cut it out, the eye of the plague that sweeps across your body, you could be whole again. In order to tear this part of yourself, would bare to die a painful death. It would include opening the skull cavity and removing the brain. An unspeakable horror that no being could handle. Yet you feel as if this were your only hope. Your prepare yoursefl for surgery. Scalpel in hand, you thrust into the scalp. The pain is unberable, but you continue making the incision. With drill in hand, you find the seed of the demon inside. Blood spews over the walls as you drill deeper "
487,suffocation,pinnacle of bedlam,"Low and behold aeons lives vilified Enraptured fearing, bleeding, eternal reprise Succumb to the chaos, subliminal ties Infecting lost prophecies, awaken ancient binds Enslaved from the birth, humanity quells Unnerving feelings culled,and dissatisfied Prepare for the coming of mass genocide Death becomes welcome the pinnacle of bedlam Foretold in life's blood Encoded false hypocrisy Scales tip in degradation Holographic mis-reality Chaos... the beginning of sacrifice the devout stripped The pastors are praying... and their false gods have become undefined Genetic encroachment, all minds crucified Your death becomes welcome, the pinnacle of bedlam Flagurate, disperse the inner tides Propagate, virus debilitates Infiltrate, hopes deceased for a divine future Repugnance, the cure of all reincarnations Born into despair, No life to lead, Unbarring breed, The cleansing has begun... Doomed into a retrograde entity Dim humanity, prolonged disparity Depressed, obsessed, lucid philosophy As the reaping sews, the pinnacle of bedlam Chaos... the approaching extinction Impending purge, all life cast aside The immense sickness destroying our once sovereign kind Imploding humanity, all life crucified Death becomes welcome, the pinnacle of bedlam  "
488,suffocation,your last breaths,"From the time you understood anything You're misled to believe a false truth If you lived on in one's glory All that could befoul would be diverted This couldn't be further from the truth You control nothing And there's nothing you can do Your path has been set And to this you will see it through Dividing the flesh and the essence While dying - you see as you should But could never see Fleeing the host - panic frenzy Your last breaths to be counted And faint images fade as hope loses its worth Lift the veil to see the unseen The absence of light, exquisite agony Forked tongue messenger Deliverer whose words are the key The door of perception unlocks This couldn't be further from the truth You control nothing And there's nothing you can do Your path has been set And to this you will see it through Dividing the flesh and the essence While dying - you see as you should But could never see Fleeing the host - panic frenzy Your last breaths to be counted And faint images fade as hope loses its worth "
489,suffocation,caught between two worlds,"Transcend the continuous The unspeakable Continuum of suffering There is no end The future eternal What should be over, is dragged out for eternity Confined to a loop which has no end Our flesh, the physical, will dissolve And the essence is all that remains Drifting, latching on to anything that's obtainable Caught between two worlds Where one without the other can not exist Transcending beyond the atmospheric realm From the first breath of deception To the last gasp of hope Drawing deceit into lungs You look over your shoulder hoping not to see What you think it is you saw But it is, it always is Always by yourself, but never alone You see things, that no one else sees Hearing the whisper, speaking the ancient words Unbound power bestowed Excruciating visions But are they visions? Or are they real Manifestations of death Seeing atrocious things Feeling horrible pains Living out the end of eternity "
490,suffocation,eminent wrath,"A tale of a world left behind, written to preach to the weak. Hundreds of thousands wait to bear witness to this horrid conclusion The end is near they claim, rumors of fear consume The arrival of the final decline of the world To witness the rise and fall of it all Haunting visions come to fruition A foolish faith devours life Society plagued by the horror of the end, revel in succession Slaughtered in an instant, they'll be punished for believing Slaughtered in an instant, they'll be punished for their faith The sun turns black, faith eclipsed, hope devoured The moon, blood red, the stars fall like rain Approaching the consequence Restrained, you receive the mark of the beast Soul bound, catastrophic fate Futile attempts to resist Your mortal flesh cast down burning seas of the forth coming equinox Plead for your essence, writhing in purgatory Akashic recrods destroyed - Eminent wrath The sun turns black, faith eclipsed, hope devoured The moon, blood red, the stars fall like rain Approaching the consequence Restrained, you receive the mark of the beast Soul bound, catastrophic fate Drink the wine, wrath of god Judgement fall upon you now Eternal cries of death Seed the mark of his name Fallen through, fallen through sin His mercy no longer pleads for your soul, plead for your soul Engulfing elements of strife overrule, cast into flames You are condemned to this eternal desolation  "
491,suffocation,pray for forgiveness instrumental,INSTRUMENTAL 
492,suffocation,the invoking,"The world in which we live has been plagued by the essance of the beast. Murdering had become a daily ritual. The able - bodied minds of the world try to solve the problems. With their pathetic solutions. As long as the underworld has the upperhand, nothing will be solved. I believe that which has been done to you should be done to others. Kill the man who invades your world. Violent acts of nature. Have uplifted the roots of the earth. Disasters which have not been seen for decades. Have surfaced to a place which one was free of woe. It's now filled with death and killing. There is no cure. We will soon be punished for what we have done. I await the moment, I am prepared. There will come a time in life to take control. To protect thyself and my own. I will kill if need be. Society feeds on each other as prey. I will not become a victim, rather a predator if needed. Human life means little, little to me. If you lash at me you have chosen your fate. Life as you know will cease to exist "
493,suffocation,suspended in tribulation,"Reality suspends my present life Curious thoughts, I confront my mortality Uncertain to the laws of the unknown I have no fear in facing trials of the mind one by one Sifting through ossuaries of creation Looking for a worth, is existence pointless? Perceptive to the truth, I never may return Resistance falling short, I sever all my ties one by one Vanish into the unseen origins of infinity A pleasant swim in the seas of dormant ecstacy A state of being I could spend with all of eternity Suspended above the remains of what I used to be I can see things not capable of imagining The explanation of my mind has progressed me endlessly Things that once were illusions have become reality I perceive now what was never clear to me Unwelcomed kind No way to overcome, I'm disadvantaged prey My way back has been erased Torn from my bliss No longer bound in flesh, a dismembered soul Helpless to what I can't see Unwelcomed kind No way to overcome, a disembodied soul My way back has been erased I must focus on what I can't see Things done to me, I cannot explain Falling further from myself To give in would end all my pain Subconscious misery placed unto me Is their meaning to this life? To break away transparent light The end is clearer Pass through the mirror I fade into the sky Hanging in the balance Drowning in the afterlife "
494,suffocation,brood of hatred,"Shapeless beings of unknown origin. Scanning the cosmic blackened abyss. Planting the seed of their horror and hatred. Mankind was created to be violent and sick. Feasting on the screams of the pain we inflict. Led down the path of our own extermination. They plant a device to watch us all. To see the way we will evolve. Tampering with the subconscious. They hold our fate. Twisting the minds of the people. With whom they create. Breeding our lives with insanity. To purge my spirit's enslavery. They're feeding off of our hatred. They will then devour. Withdraw our life's blood from within us. To reproduce their own kind. Infant of theirs to vanquish life. The brood of hatred now swells within. Screaming. Your lives begin to decimate. Pleading. Provoking horror, dealing our fate. Put here only to replenish the substance. In which they need. And now you see all hope is lost and gone. To reveal reincarnation "
495,suffocation,jesus wept,
496,suffocation,synthetically revived,"Chemicals revive my life, reanimated, brought back again. My diametrical state has assured me eternal life. Serum no longer fluid. Respritoral terminus. Artificial resurrection. Dosage inefficiency. Potency too weak to perfect. Cartilage reaching gelency. Misconception of technology. Unknown duration to live. Decadence, your state of being. Putrification progresses. Subside. Bones that collapse in time will heal. Brain patterns submerged in unconsciousness. Only to be awakened by the peroneal senses. To see once again, to be reborn. Needles perforate my neck. Cyanide smothers my existence. My torso lies raped of essence. Impotent state. I cease to exist. As my former self. Synthetically revived "
