artist,song,lyrics,complexity,swear_words_ratio
nile,natural liberation of fear through the ritual deception of death,I Bow down to the Glorious Transcent One Vajra Kumara Whose Face Frowns with Wrath In Order that My Living Being Be Released from the Extreme Suffering And all The Unremitting And Bitter Sorrows of Death Lifespan Threatened By Imbalanced Elemental Forces And Malevolent Spirits Flame of Life nearly Extinguished The Signs of Impending Death Have Manifested Red Wheel of the Fire Element Inscribed with the Five Rams Yellow Wheel of the Earth Inscribed With the Five Lams The White Wheel of Water Inscribed with the Five Khams The Azure Wheel of Space With the Five E Syllables I Bow down to the Mahakarunika Who is a Sanctuary of Great Bliss I Enter the Triangular Dark Pit And utter the Syllables of Elemental Fire Black demon Black Demon Black Demon The Cornea of my Eyes has begun to Fade The Hair on the back of my neck has grown upwards My eyes stare Fixedly My Limbs are subject to Spasms Three Times I Place a Dog Tail Beneath me Place his Excrement before me Eat a Mouthful and Bark like a Dog The Severing of the Bond Between Atmosphere and Earth is Nearly Complete The Fall of the White Rider has Occurred The Rupturing of the Great Tree has come to Pass My Urine is Blackish and Putrid My Excrement has no Vapour The Seed Symbols have appeared on the Skull of a Horse The One Legged Yavati has Arisen as an Enemy of the Wish Granting Tree I make the Ritual of Averting Death A Means of Liberating Sentient Beings From their Sufferings May I be counted Worthy of Past Actions ,4.4,0.03286384976525822
nile,to walk forth from flames unscathed,Khenti Amenti Dead God of the Dead Who was old aeons before the lordship of the Dead Was usurped by Osiris Long before the priests of Asar Forbade the cannibalism of the Dead Those who could not afford to be buried Were to be eaten or burnt Or devoured by crocodiles Or fed to the hyenas and Jackals The seven who work slaughter In the Lake of Fire who feed upon the Dead Who hack necks to pieces Who seize hearts and tear them from breasts I beseech thee Feast not upon my heart Devour not the insides of my skull Gorge not upon my entrails Gnaw not upon my limbs Tear not with your teeth the flesh from my bones I pray to the Four Apes Who sit at the corners of the Lake of Fire Whose mouths vomit forth flames To propitiate the Gods As it was for he who walked forth from the Inferno And wast not burned Let me emerge unscrathed from self immolation Let me be neither seared nor incinerated Let me come forth unmolested Let me not be repeatedly consumed in Pits of Fire Let me walk forth from fire Let me walk forth from flame unscathed ,6.4,0.008695652173913044
nile,call to destruction,"Call to destruction Call to destruction of the symbols of paganism Grand monuments of idolatry We must tear down these blasphemous edifices of heathenism We must annihilate all that is pre islamic We must complete what the Sahabi Amr Bin Al As could not We must tear down these relics of infidelity Great and mighty works of blasphemy Mountains of ancient heresy Sacriligese, encased in stone From thousands of years before the prophet The pyramids must be torn down, demolished, erased The ancient symbols of human civilization must be pummeled to the ground Call to destruction We must become as the prophet himself Who demolished the kaba temple to erect a mosque And Al As who laid waste to the library of Alexandria Burning a vast accumulation of ancient knowledge Existing long before the quran Before the quran Before the quran The preservation of human heritage And the enduring achievements of mankind Are secondary to the will of Allah We must eradicate all that is not in accordance with the writings of the messenger Whe shall abrogate these architectures of profane ideology Engage the destruction machines We shall unwrite all human histories of heathen origin We must become as like as unto the prophet himself Who beheaded hundreds of apostate qurayza We must cut off the head of the sphinx Timeless guardian of the ancient pharaohs whose mere existence is a blasphemy unto allah. The pagan idols and statues which fill our lands must be removed, struck down, dismantled demolished, obliterated Their priceless remains desecrated and violated of their ancient profanation must be wiped from the face of the earth Call to destruction Call to destruction Call to destruction All pyramids must be torn down The preservation of human civilization and the enduring achievements of mankind Are secondary to the will of Allah ",7.8,0.025
nile,supreme humanism of megalomania,I asset my claim of umcompromising empowerment I am like as unto Atum lord of all whose spontaneous self generation Led to the appearance of the earliest gods and thus the material universe there is none higher I appear in glory as that god who eats men and lives on the gods as sun god I am reborn From the womb od the sky goddess nut Her aching body is the sky Her nakedness the skin on which the stars rest I am AtumKhepri who came into being of himself I am he who opened a door in the sky Who rules from his throne and adjudgeth those who are born I am the horned bull who rules the sky Lord of celestial appearings The great illuminator who came forth from fire to hardness the years I am the jackal of jackals I am Shu who breathes air into the limits of sky and earth I draw unto myself all the forces on the universe I become not merely a god but the universe itself I am alone in making the transformation from man into god I am released from this world of servile obligation to false temporal power who claim to be divine ,10.5,0.013422818791946308
nile,ushabti reanimator,,10.8,0.038461538461538464
nile,the fiends who come to steal the magick of the deceased,The great one has fallen on his side Swarmed by the eight crocodiles I know them by their name and lives I save my father from them Crocodiles of the west Who lives on the unwearying stars Detestation of you is in me The nau snake is in my belly Your flame will not be upon me Crocodiles of the east Who live on mutilation Detestation of you is in me The nau snake is in my bowels Your flame will not be upon me Crocodiles of the south Living on feces Smoke and want Detestation of you is in me My blood is not in your hand I will erase you Crocodiles of the north Living on the waste between the stars Detestation of you is in me Your poison is in my head A scorpion writhes within me I am glad with the magick of Re What exists is within my grasp I am heard in the house of the Great One Who destroys the living I am Re Who protects himself Nothing can harm me ,8.8,0.017191977077363897
nile,when my wrath is done,When my Patience is Finished When the Mercy of Khufu is Exhausted When my Subjects have Failed Me And Continued Grace has become Futile Then will wrath seem the better part of Discretion My Slaves Utter Words of Rebellion They Curse my Name They Bend not their Backs Unto me Or Bow Before my Monuments When Those who Incite Revolt are Crushed When the Streets Run red with the Blood of the Unfaithful When the Hands of the Idle are Severed And the Piles of the Skulls of the Rebellious are as the Innumerable Stars Then will my Wrath be Done KnumuKhufu! ,5.9,0.026490066225165563
nile,negating the abominable coils of apep,"Waxen one who feedeth by stealth Coiled one who cioeth on the Inert Ones I will not be Inert for thee I will not become infirm for thee Thy poison shall not enter into my members For my body is as the Body of Atum I I am not weak Suffering from thee shall not enter Into these cimbs of mine I am Atum At the head of the Primordial Waters My protection is from the Gods Who art the cords of eternity I am he whose name is secret More Holy of Throne than the Chaos Gods I have gone forth with Atum I am he who is not examined I am hale, I am hale Burn in flames thou creature of Wax Coiled fiend who leadest away dictims and destroyeth them Thou who prey upon the weak and the helpless May I never become helpless Thy poison shall never enter my corpse For my bones are as the bones of the God Tem Since he dost not suffer collapse I shall not suffer collapse Let not the pains of death Eat into my remains I am the God Tem at the Mouth of the Abyss I am he whose name is hidden Whose sanctuary is holy for millions of years I came forth with the God Tem I am he who shall not be condemned ",6.9,0.0
nile,liber stellae rubeae,"Apep defieth Asar This book of the most secret cult of the ruby star Given to none save the shameless in deed as in word No man shall understand this writing, too subtle for the sons of man The ruby star has shed its blood upon me That which is to be denied shall be denied That which is to be trampled shall be trampled That which is to be spat upon shall be spat upon Burnt in outer fire Awakened into life and into death The kindling of a great fire and a devouring I shall smite the altar with a scourge and blood shall flow The veil is called shame And shall comfort the heart of the secret stone with warm blood The watchers will drink there of I Apep the Serpent am the infernal heart of IAO Isis shall await Asar And I am in their midst I am Apep O thou slain one Thou shalt slay thyself upon my altar I will have thy blood to drink And my children shall suck upon the wine of the Earth which is blood Which raiseth up the Black Earth I fear nothing for I am nothing But me thou shalt fear My prophet within whose bowels I rejoice As I slay thee in my lust I will overcome thee New life shall illuminate thee with the light that is beyond the stars Thou shalt scream with the joy and the pain and the love But there shall be no sound heard but this my lion roar of rapture Yea, this lion roar of rapture ",6.2,0.037267080745341616
nile,in the name of amun,"In the Name of the God Amun I wage war North to Gaza I marched my armies of chariots and infantry Twenty thousand strong to crush as revolt of vassal states Rebellious kings of Kadesh and Megiddo Syrians allied with the Mitanni and Amurru Built their settlements taken over the trade route of the Dia Maris Through treacherous mountain passes to descend upon the Canaanites On the Plain of Esbraelon we rode forth bringing carnage and death With chariot and composite bow Attacking in concave formation Dicious three winged piercing spearhead swiftly overwhelming both Canaanite Flanks Fearlessly I smote their center Savagely we broke the enemys will Heavy slaughter and bitter suffering did we inflict upon them At the Word of the God Amun I waged war In the Name of the God Amun I sanctioned atrocities Wanton cruel remorseless in the Name of the God Amun Surrounded scattered broken demoralized shamed defeated The Rebels fled into the city of Megiddo Trapped like rats they closed the gates behind them Seven months we lay siege to Megiddo utterly breaking the League of Rebels I Thutmose III have brought doom upon the Rebels Dicious and pitiless destruction hae I inflicted upon the vanquished I have slaughtered the captives Slain the wounded, enslaved their women, massacred their populace Killed their people by the tens of thousands I have hacked up their lands, desolated their towns Cast fire into their dwellings Caid settlements to waste I have made mounds of their cities Cut down their fields of grains, felled their trees Every resource of life have I denied them Their resettlement can never take place I have destroyed them utterly at the Word of Amon Ra ",8.0,0.01675977653631285
nile,rape of the black earth,"Violent clashes engulf the war torn black earth Political turmoil brings chaos and ruin upon the upper and lower kingdom heretics and Zealots rape the two lands Brazen rampant looting and wanton vandalism a bleak reality Destroying entire epochs of history In search of shiny bits of metal Dogs play with human bones Amongst hundreds of deep pits bug into exposed tombs Children scavenge for shards of pottery amongst grisly Debris The unwrapped and dismembered remnants of the mummified dead Ancient burial wrappings unravel in the desert wind Broken bits of wooden Sarcophagi Shriveled mummified hands bleached skulls spines arm and leg bones Scattered all around like the aftermath of a massacre The temples of the gods defiled Looters hack relics off sacred walls Laying bare hands upon the images of the gods themselves Unearthing what should not be unearthed Thieves ransack antiquities Cutting monuments and statues into small parts to sell upon the black market Manuscripts despoiled, Papyrii burned, inscriptions defaced The images of the gods defiled Statues stolen priceless coffin reliefs and stelae strewn in sand Thousands of Pharonic God objects melted down Inscriptions and wall paintings desecrated with knife and hammer Limestone casings stripped from atop the lesser pyramids Entire temples disappear their foundations laid waste Their stones pulled down, taken away and sold To be reused in foreign and profane lands The dried and withered corpses of the preserved dead torched The bones of the Royal Dead from centuries past Ripped from their ancient slumber Left to be trampled kicked and faded in the sun As heretics and Zealots rape the two lands ",6.4,0.0
nile,howling of the jinn,Nafs I Ammara Fana Azif I am the Infidel Fiendish Insects encircle Me Howling Winds Wraiths Surrounding me disembodied Ka Dulcarnon Hideous Unseen Speaking in Tongues Heard only by the Mad Shrieking Insects Swarm over Me Suffocate Me Suffocate my Soul Majun I am Empty Crawling Reptiles Devour my Soul They utterly and completely Annihilate Me I can hear the Howling of the Jinn Echoing in the mountains of Kaf ,7.6,0.02083333333333333
nile,extinct,Whisper silence in my Ear Uncover the truth of Insignificance Paint the anguish of the Private Soul Reveal pathetic Tragedy As sleep I dream of Death Seething with Rage Exquisite Rage Amplify the Vision Does it Matter Does it Matter Paradise Lost Dreaming of Extinction We wander through the Walls of Sacrifice Sick winds brush against my Skin Power of Extinction Growth Intelligence No More Mud Rot Skeletal Earth Drown thy spirit of Kings Society's walls break Down Humans Pound Down Dig I must dig Out Surviving puts all tools in Place Only peace comes in Death As I sleep I dream of Death Only Peace comes in Death ,5.2,0.0
nile,execreation test,"Mut The Dangerous Dead Trouble me No Longer I Inscribe Thy Name I Threaten Thee With The Second Death I Kill Thy Name And Thus I Kill Thee Again In The Afterlife Bau Terror of the Living Angry Spirits of the Condemned Dead I Write thy Name I Burn Thy Name In Flames I Kill Thy Name And Thus Thee Are Accursed Even Unto The Underworld Mut The Troublesome Dead Plague Me No Longer Thou Art Cursed Thy Name Is Crushed Thine Clay is Smashed And Broken Thy Vengeance Against The Living Shall Come to Naught [Among the most sinister objects from the ancient world are the figurines in human shape which were used to cast spells on the persons they depicted. Such objects survive to this day usually only when they are buried as a part of a rite, and usually in the vicinity of a tomb or necropolis. Archeologist have found the remains of such rites at the royal cemetaries of Giza, Saqqarra, Lisht, and at several forts in Nubia. Stone, wax, or mud figures, or broken clay tablets or clay pots, are inscribed with lists of the enemies of Egypt. The body of the figure is usually flattened to make room for the text, or sometimes a papyrus is inserted inside the body cavity. On the back, the arms, or the arms and legs, are bound together. The inscriptions found on them are called ""execration texts."" These texts threaten death to specific people. Often, they include the name, parentage, and title of war. The execration texts were mainly aimed at enemy rulers, hostile nations, and tribes in Nubia, Libya, and Syria-Palestine. Magickal incantations and rites were used to cause death and suffering, and to prevent the angry spirits of the executed from taking vengeance on those who had condemned them. Usually included in these texts are long-standing enemies of those involved in the cursing rites. There is also often a catchball phrase against any man, woman, or eunuch who might be plotting rebellion. Amongst the common people, the execration rituals were carried out after the killing of a personal enemy or the execution of criminals. By killing the enemy's name, which was an integral part of the personality, this rite would extend the punishment into the afterlife. The spirits of defeated enemies or executed traitors were regarded as a continued supernatural threat, which needed to be met with magic. The wording of the texts is similar to that of contemporary spells on papyrus, which promise to protect against the malice of demons and ghosts. Those named in the execration texts are referred to as ""mut"" - the dangerous dead. It is also the word used to describe the troublesome dead in protective spells for private persons. The stone figures and red clay pots on which the execration texts were written were ritually broken as part of the cursing ceremony in order to smash the enemy's power. A pit near the Egyptian fort of Mirgissa in Nubia contained hundreds of such pot shards, as well as over 350 figures. Deposite of figures have been found outside fortresses, tombs, and funerary temples. The clay figures were burned and then buried with iron spikes driven through them, or nailed to the outer walls, as the bodies of executed traitors and foreign enemies sometimes were. The more eloborate enemy figures were sometimes trussed up like animals about to be sacrificed. Some are shown with their throats cut, the method used to kill sacrificial animals. The dismembered body of a Nubian and a flint sacrificial knife were found nar the Mirgissa pit. Some Egyptologists believe that human sacrifices routinely accompanied execration rituals, while others have argued that the figures were normally a substitute for such sacrifices.] ",12.3,0.007874015748031496
nile,der rache kreig leid der assyriche,Ia Namtaru Ia Lammia Ia Asaku Ia Pazuzu Ia Zixul zi Azkak Ia Gula zi Pazu Alal uggae Utukku Xul Ia Ia Pazuzu Ia Ningursu Ia Ia Umduggu Shemti Shebui Nehenkau Addu Nergal Arrallu Nergal dread God of War and Plague Avenge the shades of our Fallen ones Blacken the sun with Fierce Winds Bring forth your Terrible Storms! Yea! Burn the flesh of our Enemies Gash their throats with Weapons of Iron Destroy Them utterly With Locusts and Disease ,5.3,0.015306122448979591
nile,cast down the heretic,"Blasphemer, heretic, defiler of the sacred ones Thou art deprived of your limbs Thy nose shall be split Thou art cast down and overthrown Ra-Harmakhis destroyeth thee He damneth thee and driveth hooks into thy body Isis sayeth in mighty voice ""The number of they days are cut short Thy bones are broken to splinters, thy vertebrae are severed."" Horus hammereth thy head The sons of Heru smash you with their blows Thou art decimated by their violence Thou fallest backwards as thou retreateth like unto Apep The great company of gods gather in retribution They hath passed judgment upon thee They cast down your heresy They spit up on thee and thy rebellion And turn their back upon thee Horus repulseth thy crocodile Sut defileth thy tomb Nephthys hacketh thee in pieces The sons of Horus speareth thee The gods repulse thee The flame of their fire is against thee Cursed art thou, impaled thou art, flayed art thou Heretic, thou art cast down Blows are rained upon thee Dismemberment and slaughter are on thee Thy crocodile is trampled underfoot Thy soul is wrenched from its shade Thy name is erased Thy spells are impotent Nevermore shalt thou emerge from thy den Thy city Armana lays in ruin Damned art thy accursed soul and shadow Die O one, which art consumed Thy name is buried in oblivion Silence covereth thee and thy false one Down upon thy belly Be drowned, be drowned, be vomited upon The gods have pronounced thy doom They scorn thee and thy false Aten The ancient ones turn their backs upon thee Thou art cast down, overthrown Thy reign of heresy is ended Those thou hast driven out have risen against thee Cast down the heretic Cast down the heretic Cast down the heretic Khnemu draggeth thy spawn to the block of slaughter Sick shalt thou be at the mention of thine own name Sekhmet teareth out thy bowels and casteth them into flames She filleth thine orifices with fire Uadjit shutteth thee in the pits of burning Nevermore shall you breathe or procreate Neither thy house or tomb exist Thou shalt drive thy teeth into thine own body Heretic, thou art cast down Overthrown, ended, hacked in pieces, slaughtered, butchered Ra hath made Thoth to slay thee utterly ",19.3,0.03125
nile,black hand of set,Eaters of Human Flesh Hath eaten unlawful Flesh Upon our Brethren They have Feasted Seed of our Father We must now Avenge In secret conclave we Gather To rain Destruction on those Whom We have Cursed With vile Black Arts And Tempestuous Rage We vent our Wrath Red Blood stains my Hands And damns my Soul You will drink the Black Soerm Of my Vengeance The Mighty Voices Of my Vegeance Smash the Stillness of the Air And stand as Monoliths of Wrath Upon a plan of writhing Sepents I call upon the messengers of Doom To slash with Grim Delight This Victim I hath Chosen Feed upon his Brain Pulp Rend his Throat Pierce his Lungs with the strings of Scorpions Oh Kali Oh Sekhment Oh Dagon ,6.1,0.012422360248447204
nile,invocation of the gate of aatankhesenamenti,[Instrumental] ,7.0,0.04508196721311476
nile,khetti satha shemsu,Khetti Satha Shemsu Khetti Satha Shemsu Khetti Satha Shemsu Khetti Satha Seneh Khetti Satha Tehen Khetti Satha Tua Khetti Satha Kesu Khetti Satha Sethes Khetti Satha Sekhu Khetti Satha Senes Khetti Satha Suti Khetti Satha Sekhem Khetti Satha Sekhem Khetti Satha Sekhem ,4.9,0.0
nile,masturbating the war god,Evil sick flames cast uncertain shadowsin the dimly lit Temple of Anhur as we count the dead and vanquished by hacking off their phalluses and piling the severed hands before the living stone image of God. The shamed and humbled women of the subjugated kneel in hopeless Aquiescence as we grasp them by the hair and force them to serve our father Anhur. Yea we impale them on the massive stone member of the Ithyphallic War God until the backs of their throats are torn out and their bowels are ripped apart. One by one we force the female captives to serve the Ahati until the Gods legs are awash with blood and his phallus drips with red and black gore Un snem sheth tesher mekhsefu parthal m aba neth Anhur. We lay our bloodstained weapons of Iron on the altar of Anhur and His Seed blesses us with strength to slay our enemies Like as unto Menthu we have become Ithyphallic. The mighty Sekhmet is with us. ,4.8,0.0
nile,wrought,Nanna Father of the Zonei Eldest of the Wanderers A Shadow out of Time The Moon is calling Me The Breath of the Old Ones Whispers in my Ear With inhuman Impatience They Beckon to Me I call to the Moon and Sin I now possess the secrets of the Tides of Blood I have traveled on the Spheres And the spheres do not protect Me I have Walked in the Pit And the Pit does not protect Me The Lords of the Wind rush about Me The Lords of the Earth crawl about my Feet And are Angered A Wind has Risen The Dark Waters Stir The lines of my life have been Obliterated By my wanderings in the Waste My fate is no longer Writ in the Stars For I have broken the Covenant Have the Gods forsaken Me I cannot read the Omens What sacrifice have I failed to Make I call to the Gods Do not cast thy servant Down Wrought What have I Done ,13.0,0.02259887005649717
nile,smashing the antiu,Burning of the Defeated Dragging the Fettered Rebels To the Block of Slaughter Decapitated Headless Naked and Bound Captives Adorn my Shield Arms Tied Behind Their Backs Lying Bound in Agony Fiends Hold Them with Ropes Awaiting Beheadment and Mutilation With Contempt for the Vanquished We Exterminate the Dwellers Of the Eastern Desert Amenhiu! They Are Doomed to Slaughter We Stab Their Bodies with Daggers We Smash Their Skulls with Clubs We Crush Their Bones And Gash Their Faces Their Necks are Broken and Severed Their Bowels are Gored with Spears Yeah! We Hack Off Their Limbs And Cast the Phalluses Into Pits of Fire Smashing the Antiu ,3.1,0.0051813471502590676
nile,ramses bringer of war,Wretched Fallen one of Khatti Rise against the oppressing Sword Encircled Abandoned Alone I Smite the vile Hittite Foe My Father Amon what carest Thee For the Vile and Ignorant of God My Father Amon what carest Thee For these Effeminate ones At millions of whom I groweth not Pale Raging like Menthu like Baal in his Hour Lo the mighty Sekhmet is with Me I enter in among them even as a hawk striketh I slay I hew to pieces and cast to the ground The royal snake upon my brow Spits forth Fire in the face of mine enemies And Burneth their Limbs My Chariot Wheels trample the Fallen Cut to pieces before my Steeds And laying In their own Blood I Crush the Skulls of the Dying And Sever the hands of the Slain I Ramses Builder of Temples Usurper of Monuments Slayer of Hittites Bringer of War ,13.6,0.0163265306122449
nile,pestilence and iniquity,Heralds of Pestilence Blackest Plague Rusheth through the Land Burning Evil Winds Carry Sickness Invoking the Bitter Venom of the Gods Loathsome Sickening Stench of the Defiled A Cesspool Breeding the Unclean Hordes of Locusts Fiends of the South Winds Cleanse the Earth from the Impure The Daemon That Siezeth the Body The Daemon that Rendeth the Body Ruthless and Profane Lord of all Fevers and Plagues Grinning Dark Angel of the four Wings Spawn of Eng Horned God with rotting Genitalia Pazuzu ,5.4,0.006369426751592357
nile,opening of the mouth,I split open your Eyes for you I open your mouth for you With the Adze of Iron Which split open the mouths of the Gods The Iron which issueth from Set With the Adze of Iron I did clean your Bones With Iron Hook and Chisel I did scrape your Flesh And separate your Bones for you Sebau Fiends work Evil On the Body Raise yourself Asari Receive your Head Collect your Bones Gather your limbs Together Throw off the Earth from your Flesh Khnemet-Ur cometh to Thee With the Iron of Set I hath Violated Thee With this Phallus of Iron I hath committed Sodomy upon Thee And forced upon thee my Seed ,7.9,0.029411764705882356
nile,beneath eternal oceans of sand,"In the cosmos There is balm as well as bitterness And that balm is Nepenthe. Yet underneath endless oceans of sand I have not forgotten Those who had betrayed me. Silent and unmovable, I am not sorry For I had hated the light. Now I ride with the undead Across the night-sky And play by day Amongst the catacombs of Nephren-Ka In the sealed and unknown Valley of Hadoth by the Nile. I know that light is not for me Save that of the moon over the rock tombs of Neb Nor any debauchery save the unknown feasts of Nitokris Beneath the great pyramid. But in the loneliness of entombment, I welcome the bitterness of alienage. ",7.9,0.004149377593360996
in battle,the nocturnal moon,,6.9,0.009009009009009007
in battle,de hangdas furste,,6.1,0.012422360248447204
in battle,storms of war,,8.1,0.014814814814814815
in battle,the rage of the northmen,,4.9,0.0
in battle,in battle,,17.5,0.0196078431372549
in battle,the destroyer of souls,,10.5,0.0
in battle,odhinn,,6.7,0.009433962264150943
in battle,the conqueror,,4.6,0.026455026455026454
in battle,ruler of the northern sphere,,7.2,0.017857142857142856
in battle,ar av kold,,7.6,0.008849557522123894
suffocation,of the dark light,"The answer to all questions Was once whispered It echoes perpetually Throughout the halls of time Forcing man to perceive destiny The essential frequency of life's essence Was once pure and untainted But man will and must drift Into the numb and dissident Guiding lost souls from the womb to the grave Converting all who were free to a slave The true message distorted As intertwined and lost Causing man to seek the source The profound essence of conquest Aimlessly wandering, seeking the unknown Drifting too far to feel the reverberations Inverting the message The secret was intertwined .and lost within itself, and reversed life's passage Alter - life's frequencies Only somehow we feel the truth It distorts - and inverts Intertwine Life's frequencies Life's passage Reversal of the message To alter perception As time passes and life's frequency is altered As time passes and life's frequency is altered ",8.8,0.00746268656716418
suffocation,pierced from within,"Penetrate the minds of those misfortuned at birth. Murder is etched in the deepest chasms of the soul. Salvation stripped from the origin of existence. Obstinacy abandons, as you yield your world to me. Decree of my darkest dreams. Memories of my future. Welcome to my church. Sodomize my cross for it now marks your existence. Dismissal of lucivity, consume my body and blood. Supplicate for death, obscurity condemns the structure. Spectral abominations, the gathering of souls. Befall the rise of inhumanity. Returned to a land you've never been. You kill again for the first time. Recollections of what never was. Decree of my darkest dreams. Memories of my future. Welcome to my church. I am your savior. Shapeless to your perception. For I am you, pierced from within. Pierced from within ",3.1,0.1111111111111111
suffocation,seeds of the suffering,"Lies, deceitful words of impatience Futile words of evasion The gods that have once spoken to me Have abandoned me to my pre-destined state A state in which there are no words, is no language Only the language of the endless suffering Suffering that brings me to appreciate my new found existence One that spawns forth a new being A being in which there is no appreciation for his fellow man to see Hatred and remorse unto those who have punished me Punishment to cold to see I don't see, I don't see One that I have once created Forced to change, I don't need The path of abomination of all things For I am now a seed, that will one day set forth a new race One that will cleanse my soul Anticipation of the weak-minded fools One that my once beloved gods will not recognize Race which feeds off the suffering As the mortals cry out their new found god The race grows strong Until the day The day of judgement The race grows strong Until the day ",8.2,0.01680672268907563
suffocation,sullen days,"The broken ways, as I walk through the emptiness Lost souls as empty as mine... barren and desolate, foreseeing the irony Abolish the self, merge into a singular space... Confront the self, subduing the whim's inside No feelings to exude and portray the sullen days As we hide from the bitterness, Embellish reality, or so your told... No other way, to prepare for awakening Condense the frail ridden mind Keep without consciousness To adhere to the ending days The gods are not here for you now, Expect a dichotomy Ancient thoughts to prepare for the exodus Shutter at what knowledge will hold Sullen days searching for a singular way Now I conceive a brutal reality, Just wanting to kill Murder in mind, to silence a virus Internal struggle containing the violence Wanting to purge the earth Denying my thoughts to obtain absolution Pray for my soul to receive its ascension Sullen days as I dwell in this empty shell Hopes of redemption decline Festering hate inside - as I harbor the pain within A tormented soul that's tortured and bound god fearing agony Broken days, in my bitter reality Conform thy self, I brood within Prepare to die, as I wade through these sullen days, The know not my plans of what destiny holds What you don't know, is silence can kill What I know is silence will manifest HATRED, brewing within me I dream of KILLING If thoughts could lash out, you'd all be dead Now I conceive a brutal reality, Just wanting to kill Murder in mind, to silence a virus Internal struggle containing the violence Wanting to purge the earth Denying my thoughts to obtain absolution Pray for my soul to receive its ascension Sullen days as I dwell in this empty shell Hopes of redemption decline Festering hate inside - as I harbor the pain within A tormented soul that's tortured and bound god fearing agony Broken days, in my bitter reality Conform thy self, I brood within Prepare to die, as I wade through these sullen days, They know not my plans of what destiny holds  ",8.3,0.015748031496062992
suffocation,mass obliteration,"Warfare, a promise to eliminate mankind. The planet as we know it, taken by demented minds. Warheads produced to exterminate the earth. The sacrifice will lead us to our death, no rebirth. No one has the power to declare this world to die. Voting and electing the right to crucify. Times of turmoil have decided what to do. No need for common knowledge, we're through. World explosion Mass obliteration ... of a race. Forced to live here day by day through day by day. We dread the fear of living in the afterworld spirits of the dead. Thoughts of nuclear holocaust that drive our world insane. Woman and children forced and left to kill. Through daily hibernation, manage to survive. Sifting through, they must be found, extinction we provide. PURIFY - the unholy land EXTINCTION - the so called master race CRUCIFY - the preachers of this hate LIQUEFY - the minds of those they create ",11.2,0.05263157894736842
suffocation,beginning of sorrow,"1. Beginning Of Sorrow The beginning of sorrow has come. You cannot build but can destroy with what is left on earth. Damage, now permanent, is yet enhanced day by day by unstoppable greed. You are never truly happy unless one suffers more than yourself. The choice is none, you will live in a world where you must fight a battle. Some weaker, some stronger, in termination we'll die as one. We fight amongst ourselves, enhanced by racial difference. Our hatred never to diminish, it's just growing and growing 'till out day of release. We race towards the years of tribulation, where wars, plagues and the antichrist. What is the antichrist? What is it's form? Questions still asked yet unanswered. No need for answers, with it's arrival brings sorrow, a sorrow soon dealt upon all. Perhaps it's a pestilence in a form of virus spreading in it's own epidemic. Perhaps it is famine killing off millions. Does this happen 'cause we lack enough food. One man's greed affects others less privileged, a cruel form of population control. Why does this happen? It is predestined fate not open for reason or change. It's all been predicted, we'll die in vast numbers of a sickness that has no known cure. We'll play the unknowing yet all are aware tribulation is here now for sure ",6.9,0.0078125
suffocation,breeding the spawn,"Eulogy inscribed in the scrolls of humanity. Ancient scriptures of predicted demise. A world encased in the womb of it's ignorance. Extinction will be swift, relentless butchery. The structure collapses, spewing forth mutation. Plague bathes the earth from infected skies. Chaotic saturation into the pores of existence. Breeding the spawn. Effigy awake in it's mummified region. Silent tombs concealed from the light. Grueling afterlife christened by their deaths. Malignant offspring of decrepit birth. Impurity of souls. Visions of the agony tightly close the weeping sky. Spirits ty feeds on eachinvert the earth unfertile. Anxiously await reprisal for the deprived life. Horrifying rituals of unorthodox intelligence. Premature suffering from within their charred domain. Altering the promises of peaceful rest and afterlife. Hideous denial of a once forgotten life. Ascending messiah. Conqueror of the apocalypse. Divine majesty. Giver of supreme entity. Churches rise from disturbed grounds. Symphony of depression purifies. All will be altered. The dead choir will sing. Hymns of blasphemous irreverence ",8.4,0.016
suffocation,mental hemorrhage,"Disconnected from virtuous opinions a shift of reality transposed and redefined remedial decisions become complex. Voices come from all angles sifting through disorder to scheive stability. So many ways to choose. Vile atrocities fill one corner. Righteousness and honesty cing to a small fragment. Greed and power jump around at frantic pace. Admission off inner conflict drops one to his knees make them stop, make them stop, stop whispering to me. It doesn't want to hurt anymore one can't decipher right or wrong disablement of neural senses relish in the thought of self preservation. Scars inside his head, he now only sees in red MENTAL HEMORRHAGE truth erodes over time, expiring what's left of his find Rip the flesh - Tear the limb blood pours from within Rip the flesh - Tear the limb blood pours from within [Solo: Marchais] Visions of tranquility shrouded by violence. Peace and serenity clouds over. Now broken and exposed by inept judgement the end draws close he knows what he must do Thoughts within guide him down the path knows one will survive the aftermath. ",7.6,0.03125
suffocation,funeral inception,Endemicy - Enthrall the underworld Pervade the bodies once their souls have gone astray Gravitation - Await the birth of death Despair is nurtured in the womb of annihilation Your god is the epitome of my doings Unaware and unable he is forsaken Nullify - Abrupt and merciless Deep-seated hatred from the beginning of time Abolishing Eternity has passed and the world's been cast away Abdication - The throne has turned to dust Skies are fading from the darkness as it rapes the land Diminishing Terminal is he who spectates from above this all Your god is the epitome of my doings No one is spared from the funeral inception God forbid God forbidden Scourged then condemned Pleading for your life and the abandonment of what's to come Plagued then erased Inhaled into the lungs of your extinction Faith in the heavens has shattered Broken pieces fall from the sky ,9.2,0.038461538461538464
